filename	%consis_easy+	%consis_easy-	%consis_hard+	%consis_hard-	%consis_logit	%del_resp	1_ANeg-SNeg	1_Att_Neg	1_Att_Neut	1_NumTRs	1_Supp_Neg	2_ANeg-SNeg	2_Att_Neg	2_Att_Neut	2_NumTRs	2_Supp_Neg	AVG_1_2_ANeg-SNeg	All_Neg_Postscan_Rating	AmtWon	Att_Neg_Postscan_Rating	Att_Neut_Postscan_Rating	AvgSSD	Ladd1Mean	Ladd2Mean	MedGoRT	NumExpl	NumPumps	NumTRs	NumTRs_run1	NumTRs_run2	PctDimErr	PctGoResp	PctInhibLadd1	PctInhibLadd2	QuantGoRT	SSRT_32steps	SSRTquantile	StDevGoRT	Suppr_Neg_Postscan_Rating	abs(input-log)	input_k	logit_k	numTRs	rt_easy_all	rt_easy_minus	rt_easy_plus	rt_hard_all	rt_hard_minus	rt_hard_plus
func/sub-02_task-emotionalregulation_run-02_bold.nii.gz	n/a	n/a	n/a	n/a	n/a	n/a	1.1	2.5	1.0	196.0	1.4	2.2	3.5	1.0	196.0	1.3	1.65	5.8	n/a	5.75	1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.85	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
func/sub-02_task-emotionalregulation_run-01_bold.nii.gz	n/a	n/a	n/a	n/a	n/a	n/a	1.1	2.5	1.0	196.0	1.4	2.2	3.5	1.0	196.0	1.3	1.65	5.8	n/a	5.75	1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.85	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
func/sub-02_task-discounting_bold.nii.gz	0.125	1.0	0.0417	1.0	0.9479	0.0417	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.0011	0.0003	0.0014	290.0	996.2483	879.0477	1113.4489	938.72225	1027.0071	850.4374
func/sub-02_task-stopsignal_run-02_bold.nii.gz	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	256.2	240.6	271.9	493.8	n/a	n/a	n/a	181.0	176.0	2.08	96.88	43.8	43.8	515.2	237.6	259.0	117.3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
func/sub-02_task-stopsignal_run-01_bold.nii.gz	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	256.2	240.6	271.9	493.8	n/a	n/a	n/a	181.0	176.0	2.08	96.88	43.8	43.8	515.2	237.6	259.0	117.3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
func/sub-02_task-balloonanalogrisktask_bold.nii.gz	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	39.75	n/a	n/a	n/a	n/a	n/a	n/a	15.0	6.17	281.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
