filename	acq_time
eeg\sub-008_ses-joy_task-spotrotation_eeg.vhdr	1897-12-26T12:15:00.000
motion\sub-008_ses-joy_task-spotrotation_tracksys-VIRpos_motion.tsv	1897-12-26T12:14:59.309
