onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	included_trial	reason_for_exclusion
9.97999999998137	25.02	1	stimulus	n/a	n/a	white X	0	test trial
35	9.50354029983282	1	stimulus	n/a	n/a	red X	0	test trial
35.4159499998204	0	1	finger press	4	4	n/a	0	test trial
35.9894226999022	0	1	finger press	3	3	n/a	0	test trial
36.6119561998639	0	1	finger press	4	4	n/a	0	test trial
37.2057594000362	0	1	finger press	1	1	n/a	0	test trial
37.8119655000046	0	1	finger press	4	4	n/a	0	test trial
38.5004265999887	0	1	finger press	1	1	n/a	0	test trial
39.1613435999025	0	1	finger press	2	2	n/a	0	test trial
39.7809635000303	0	1	finger press	4	4	n/a	0	test trial
40.3893017999362	0	1	finger press	3	3	n/a	0	test trial
41.0772094000131	0	1	finger press	2	2	n/a	0	test trial
41.641632599989	0	1	finger press	1	1	n/a	0	test trial
42.2949641998857	0	1	finger press	2	2	n/a	0	test trial
44.5	5	1	stimulus	n/a	n/a	white X	0	test trial
55.2600000000093	24	2	stimulus	n/a	n/a	white X	1	n/a
79.2683401999529	9.50297160004266	2	stimulus	n/a	n/a	red X	1	n/a
79.6787892999128	0	2	finger press	4	4	n/a	1	n/a
80.2414259000216	0	2	finger press	3	3	n/a	1	n/a
80.8351002000272	0	2	finger press	4	4	n/a	1	n/a
81.4539934999775	0	2	finger press	1	1	n/a	1	n/a
82.0663375998847	0	2	finger press	4	4	n/a	1	n/a
82.6894686999731	0	2	finger press	1	1	n/a	1	n/a
83.3319524000399	0	2	finger press	2	2	n/a	1	n/a
84.0224066998344	0	2	finger press	4	4	n/a	1	n/a
84.6476326000411	0	2	finger press	3	3	n/a	1	n/a
85.3095831000246	0	2	finger press	2	2	n/a	1	n/a
85.8841991999652	0	2	finger press	1	1	n/a	1	n/a
86.4999444999266	0	2	finger press	2	2	n/a	1	n/a
88.7600000000093	5	2	stimulus	n/a	n/a	white X	1	n/a
96.2399999999907	22	3	stimulus	n/a	n/a	white X	1	n/a
118.249594899826	9.503056100104	3	stimulus	n/a	n/a	red X	1	n/a
118.63879300002	0	3	finger press	4	4	n/a	1	n/a
119.204192699865	0	3	finger press	3	3	n/a	1	n/a
119.81180060003	0	3	finger press	4	4	n/a	1	n/a
120.46828829986	0	3	finger press	1	1	n/a	1	n/a
121.132329499815	0	3	finger press	4	4	n/a	1	n/a
121.772016000003	0	3	finger press	1	1	n/a	1	n/a
122.395380399888	0	3	finger press	2	2	n/a	1	n/a
123.108419999946	0	3	finger press	4	4	n/a	1	n/a
123.732039900031	0	3	finger press	3	3	n/a	1	n/a
124.358381999889	0	3	finger press	2	2	n/a	1	n/a
124.914188599912	0	3	finger press	1	1	n/a	1	n/a
125.541223999811	0	3	finger press	2	2	n/a	1	n/a
127.739999999991	5	3	stimulus	n/a	n/a	white X	1	n/a
