onset	duration	trial_type	TrialType	Stimulus	SSD	Response	response_time	CorrectGo	SuccStop
0.000	1.500	go-critical	0	1	0.000	49	0.568	1	0
2.125	1.500	go-critical	0	1	0.000	49	0.483	1	0
4.750	1.500	go-noncritical	0	0	0.000	50	0.333	1	0
6.750	1.500	go-critical	0	1	0.000	49	0.318	1	0
9.750	1.500	failed stop-noncritical	1	0	0.400	50	0.382	1	0
12.000	1.500	go-noncritical	0	0	0.000	50	0.387	1	0
14.625	1.500	go-critical	0	1	0.000	49	0.307	1	0
16.875	1.500	go-critical	0	1	0.000	49	0.480	1	0
19.500	1.500	failed stop-noncritical	1	0	0.000	50	0.327	1	0
23.125	1.500	successful stop-critical	1	1	0.000	0	0.000	0	1
25.500	1.500	go-noncritical	0	0	0.000	50	0.423	1	0
27.750	1.500	go-critical	0	1	0.000	49	0.278	1	0
31.875	1.500	failed stop-critical	1	1	0.400	49	0.345	1	0
35.875	1.500	failed stop-critical	1	1	0.150	49	0.337	1	0
38.875	1.500	go-critical	0	1	0.000	49	0.377	1	0
41.125	1.500	go-critical	0	1	0.000	49	0.423	1	0
43.375	1.500	go-noncritical	0	0	0.000	50	0.397	1	0
45.625	1.500	go-noncritical	0	0	0.000	50	0.451	1	0
47.750	1.500	go-noncritical	0	0	0.000	50	0.406	1	0
49.875	1.500	go-noncritical	0	0	0.000	50	0.377	1	0
52.500	1.500	go-critical	0	1	0.000	49	0.424	1	0
54.500	1.500	go-critical	0	1	0.000	49	0.384	1	0
57.125	1.500	go-critical	0	1	0.000	49	0.439	1	0
59.500	1.500	failed stop-noncritical	1	0	0.350	50	0.368	1	0
62.125	1.500	go-noncritical	0	0	0.000	50	0.407	1	0
64.875	1.500	go-critical	0	1	0.000	49	0.281	1	0
66.875	1.500	go-noncritical	0	0	0.000	50	0.377	1	0
69.125	1.500	go-noncritical	0	0	0.000	50	0.383	1	0
72.500	1.500	failed stop-noncritical	1	0	0.150	50	0.384	1	0
75.250	1.500	failed stop-critical	1	1	0.350	49	0.346	1	0
79.625	1.500	go-noncritical	0	0	0.000	50	0.339	1	0
84.000	1.500	go-noncritical	0	0	0.000	50	0.396	1	0
86.250	1.500	go-critical	0	1	0.000	49	0.380	1	0
89.125	1.500	go-critical	0	1	0.000	49	0.415	1	0
91.500	1.500	failed stop-critical	1	1	0.050	49	0.392	1	0
93.750	1.500	junk	0	1	0.000	50	0.230	0	0
95.750	1.500	go-critical	0	1	0.000	49	0.382	1	0
97.750	1.500	go-critical	0	1	0.000	49	0.510	1	0
99.750	1.500	go-noncritical	0	0	0.000	50	0.374	1	0
102.500	1.500	failed stop-critical	1	1	0.300	49	0.368	1	0
104.500	1.500	failed stop-noncritical	1	0	0.100	50	0.400	1	0
106.875	1.500	failed stop-critical	1	1	0.350	49	0.689	1	0
110.875	1.500	go-noncritical	0	0	0.000	50	0.433	1	0
113.000	1.500	go-noncritical	0	0	0.000	50	0.436	1	0
116.125	1.500	failed stop-noncritical	1	0	0.050	50	0.407	1	0
118.625	1.500	go-critical	0	1	0.000	49	0.435	1	0
121.500	1.500	failed stop-noncritical	1	0	0.300	50	0.384	1	0
125.875	1.500	go-noncritical	0	0	0.000	50	0.369	1	0
128.500	1.500	go-noncritical	0	0	0.000	50	0.416	1	0
130.875	1.500	failed stop-noncritical	1	0	0.350	50	0.393	1	0
133.875	1.500	go-noncritical	0	0	0.000	50	0.401	1	0
136.000	1.500	go-critical	0	1	0.000	49	0.452	1	0
140.875	1.500	go-critical	0	1	0.000	49	0.345	1	0
143.625	1.500	go-critical	0	1	0.000	49	0.307	1	0
145.875	1.500	go-noncritical	0	0	0.000	50	0.369	1	0
149.625	1.500	go-critical	0	1	0.000	49	0.291	1	0
151.625	1.500	go-noncritical	0	0	0.000	50	0.307	1	0
154.500	1.500	go-noncritical	0	0	0.000	50	0.664	1	0
157.250	1.500	go-critical	0	1	0.000	49	0.354	1	0
161.375	1.500	go-noncritical	0	0	0.000	50	0.365	1	0
163.500	1.500	go-noncritical	0	0	0.000	50	0.400	1	0
166.375	1.500	successful stop-critical	1	1	0.100	0	0.000	0	1
168.500	1.500	go-noncritical	0	0	0.000	50	0.296	1	0
170.750	1.500	go-critical	0	1	0.000	49	0.326	1	0
172.750	1.500	failed stop-noncritical	1	0	0.300	50	0.361	1	0
175.750	1.500	go-critical	0	1	0.000	49	0.374	1	0
178.000	1.500	go-noncritical	0	0	0.000	50	0.372	1	0
182.625	1.500	go-critical	0	1	0.000	49	0.619	1	0
185.750	1.500	go-critical	0	1	0.000	49	0.558	1	0
187.750	1.500	go-critical	0	1	0.000	49	0.422	1	0
190.125	1.500	failed stop-noncritical	1	0	0.150	50	0.519	1	0
193.000	1.500	go-critical	0	1	0.000	49	0.340	1	0
195.125	1.500	failed stop-noncritical	1	0	0.250	50	0.367	1	0
198.375	1.500	go-noncritical	0	0	0.000	50	0.469	1	0
200.500	1.500	go-critical	0	1	0.000	49	0.336	1	0
202.875	1.500	go-noncritical	0	0	0.000	50	0.305	1	0
205.750	1.500	go-noncritical	0	0	0.000	50	0.430	1	0
209.125	1.500	failed stop-noncritical	1	0	0.000	50	0.399	1	0
211.125	1.500	failed stop-critical	1	1	0.150	49	0.423	1	0
214.875	1.500	go-critical	0	1	0.000	49	0.593	1	0
217.125	1.500	go-noncritical	0	0	0.000	50	0.414	1	0
219.500	1.500	go-critical	0	1	0.000	49	0.328	1	0
222.500	1.500	go-noncritical	0	0	0.000	50	0.360	1	0
225.000	1.500	go-noncritical	0	0	0.000	50	0.396	1	0
227.875	1.500	go-critical	0	1	0.000	49	0.417	1	0
