onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	included_trial	reason_for_exclusion
12	23	1	stimulus	n/a	n/a	white X	0	test trial
35	9.50742100000207	1	stimulus	n/a	n/a	red X	0	test trial
36.3099999999977	0	1	foot step	4	4	n/a	0	test trial
37.0299999999988	0	1	foot step	3	3	n/a	0	test trial
37.679999999993	0	1	foot step	4	4	n/a	0	test trial
38.3600000000006	0	1	foot step	1	1	n/a	0	test trial
38.9900000000052	0	1	foot step	4	4	n/a	0	test trial
39.6999999999971	0	1	foot step	1	1	n/a	0	test trial
40.3500000000058	0	1	foot step	2	2	n/a	0	test trial
41.070000000007	0	1	foot step	4	4	n/a	0	test trial
41.7200000000012	0	1	foot step	3	3	n/a	0	test trial
42.3899999999994	0	1	foot step	2	2	n/a	0	test trial
43.0399999999936	0	1	foot step	1	1	n/a	0	test trial
43.679999999993	0	1	foot step	2	2	n/a	0	test trial
44.5	5	1	stimulus	n/a	n/a	white X	0	test trial
72.8000000000029	22.02	2	stimulus	n/a	n/a	white X	1	n/a
94.8180965999927	9.50792170000204	2	stimulus	n/a	n/a	red X	1	n/a
96.0980965999915	0	2	foot step	4	4	n/a	1	n/a
96.8280965999875	0	2	foot step	3	3	n/a	1	n/a
97.5180965999898	0	2	foot step	4	4	n/a	1	n/a
98.1980965999974	0	2	foot step	1	1	n/a	1	n/a
98.8280965999875	0	2	foot step	4	4	n/a	1	n/a
99.558096599998	0	2	foot step	1	1	n/a	1	n/a
100.218096599987	0	2	foot step	2	2	n/a	1	n/a
100.958096599992	0	2	foot step	4	4	n/a	1	n/a
101.62809659999	0	2	foot step	3	3	n/a	1	n/a
102.368096599996	0	2	foot step	2	2	n/a	1	n/a
103.058096599998	0	2	foot step	1	1	n/a	1	n/a
103.728096599996	0	2	foot step	2	2	n/a	1	n/a
104.320000000007	5	2	stimulus	n/a	n/a	white X	1	n/a
119.479999999996	21	3	stimulus	n/a	n/a	white X	1	n/a
