filename	acq_time
meg/sub-09_ses-meg_task-facerecognition_run-01_meg.fif	1801-05-05T14:13:06
meg/sub-09_ses-meg_task-facerecognition_run-02_meg.fif	1801-05-05T14:24:04
meg/sub-09_ses-meg_task-facerecognition_run-03_meg.fif	1801-05-05T14:36:43
meg/sub-09_ses-meg_task-facerecognition_run-04_meg.fif	1801-05-05T14:46:40
meg/sub-09_ses-meg_task-facerecognition_run-05_meg.fif	1801-05-05T14:58:49
meg/sub-09_ses-meg_task-facerecognition_run-06_meg.fif	1801-05-05T15:08:07
