onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	included_trial	reason_for_exclusion
11.9799999999996	23.02	1	stimulus	n/a	n/a	white X	0	test trial
35	9.50882600000023	1	stimulus	n/a	n/a	red X	0	test trial
36.7700000000004	0	1	foot step	4	4	n/a	0	test trial
37.4399999999996	0	1	foot step	3	3	n/a	0	test trial
38.1099999999997	0	1	foot step	4	4	n/a	0	test trial
38.7299999999996	0	1	foot step	1	1	n/a	0	test trial
39.4399999999996	0	1	foot step	4	4	n/a	0	test trial
40.1700000000001	0	1	foot step	1	1	n/a	0	test trial
40.7799999999997	0	1	foot step	2	2	n/a	0	test trial
41.46	0	1	foot step	4	4	n/a	0	test trial
42.1199999999999	0	1	foot step	3	3	n/a	0	test trial
42.8400000000001	0	1	foot step	2	2	n/a	0	test trial
43.5500000000002	0	1	foot step	1	1	n/a	0	test trial
44.2399999999998	0	1	foot step	2	2	n/a	0	test trial
44.5200000000004	5	1	stimulus	n/a	n/a	white X	0	test trial
50.7799999999997	22.02	2	stimulus	n/a	n/a	white X	1	n/a
72.787789	9.50878740000007	2	stimulus	n/a	n/a	red X	1	n/a
73.997789	0	2	foot step	4	4	n/a	1	n/a
74.7177890000003	0	2	foot step	3	3	n/a	1	n/a
75.4077889999999	0	2	foot step	4	4	n/a	1	n/a
76.0477890000002	0	2	foot step	1	1	n/a	1	n/a
76.7677889999995	0	2	foot step	4	4	n/a	1	n/a
77.5077890000002	0	2	foot step	1	1	n/a	1	n/a
78.2277889999996	0	2	foot step	2	2	n/a	1	n/a
79.0877890000002	0	2	foot step	4	4	n/a	1	n/a
79.7377889999998	0	2	foot step	3	3	n/a	1	n/a
80.5277889999998	0	2	foot step	2	2	n/a	1	n/a
81.2277889999996	0	2	foot step	1	1	n/a	1	n/a
82.037789	0	2	foot step	2	2	n/a	1	n/a
82.3000000000002	5	2	stimulus	n/a	n/a	white X	1	n/a
91.04	21.02	3	stimulus	n/a	n/a	white X	1	n/a
112.0516449	9.50769770000079	3	stimulus	n/a	n/a	red X	1	n/a
113.1916449	0	3	foot step	4	4	n/a	1	n/a
113.8416449	0	3	foot step	3	3	n/a	1	n/a
114.5016449	0	3	foot step	4	4	n/a	1	n/a
115.1516449	0	3	foot step	1	1	n/a	1	n/a
115.7716449	0	3	foot step	4	4	n/a	1	n/a
116.4316449	0	3	foot step	1	1	n/a	1	n/a
117.1116449	0	3	foot step	2	2	n/a	1	n/a
117.701644899999	0	3	foot step	4	4	n/a	1	n/a
118.3916449	0	3	foot step	3	3	n/a	1	n/a
119.031644899999	0	3	foot step	4	2	n/a	1	n/a
119.8516449	0	3	foot step	2	1	n/a	1	n/a
120.4316449	0	3	foot step	1	2	n/a	1	n/a
121.56	5	3	stimulus	n/a	n/a	white X	1	n/a
128.58	24	4	stimulus	n/a	n/a	white X	1	n/a
152.586158	9.50873200000024	4	stimulus	n/a	n/a	red X	1	n/a
154.466158	0	4	foot step	4	4	n/a	1	n/a
155.126158	0	4	foot step	3	3	n/a	1	n/a
155.786158	0	4	foot step	4	4	n/a	1	n/a
156.396158	0	4	foot step	1	1	n/a	1	n/a
157.076158	0	4	foot step	4	4	n/a	1	n/a
157.686158	0	4	foot step	1	1	n/a	1	n/a
158.416158	0	4	foot step	2	2	n/a	1	n/a
159.076158	0	4	foot step	4	4	n/a	1	n/a
159.736158	0	4	foot step	3	3	n/a	1	n/a
160.436158	0	4	foot step	2	2	n/a	1	n/a
161.016158	0	4	foot step	1	1	n/a	1	n/a
