filename	acq_time
eeg\sub-009_ses-body_task-spotrotation_eeg.vhdr	1897-12-27T12:15:00.000
motion\sub-009_ses-body_task-spotrotation_tracksys-OPTpos_motion.tsv	1897-12-27T12:14:59.702
