onset	duration	trial_type	TrialType	Stimulus	SSD	Response	response_time	CorrectGo	SuccStop
0.000	1.500	junk	1	1	0.190	50	0.374	1	0
3.250	1.500	go	0	0	0.000	49	0.357	1	0
7.250	1.500	go	0	0	0.000	49	0.412	1	0
9.625	1.500	go	0	1	0.000	50	0.421	1	0
12.125	1.500	go	0	0	0.000	49	0.417	1	0
14.500	1.500	go	0	1	0.000	50	0.401	1	0
19.000	1.500	successful stop	1	1	0.190	0	0.000	0	1
24.500	1.500	go	0	0	0.000	49	0.440	1	0
26.625	1.500	go	0	0	0.000	49	0.450	1	0
28.750	1.500	go	0	1	0.000	50	0.437	1	0
31.750	1.500	go	0	0	0.000	49	0.389	1	0
34.500	1.500	successful stop	1	1	0.190	0	0.000	0	1
37.375	1.500	go	0	1	0.000	50	0.347	1	0
40.875	1.500	successful stop	1	1	0.270	0	0.000	0	1
46.000	1.500	go	0	0	0.000	49	0.400	1	0
48.875	1.500	go	0	0	0.000	49	0.429	1	0
51.250	1.500	go	0	1	0.000	50	0.373	1	0
53.375	1.500	go	0	1	0.000	50	0.456	1	0
55.500	1.500	failed stop	1	0	0.270	49	0.379	1	0
57.750	1.500	go	0	0	0.000	49	0.408	1	0
60.500	1.500	go	0	1	0.000	50	0.386	1	0
64.000	1.500	failed stop	1	0	0.230	49	0.358	1	0
66.750	1.500	go	0	0	0.000	49	0.447	1	0
69.125	1.500	go	0	1	0.000	50	0.384	1	0
71.125	1.500	go	0	0	0.000	49	0.439	1	0
73.375	1.500	successful stop	1	0	0.190	0	0.000	0	1
75.375	1.500	go	0	1	0.000	50	0.388	1	0
78.125	1.500	go	0	1	0.000	50	0.382	1	0
80.625	1.500	failed stop	1	0	0.270	49	0.377	1	0
82.875	1.500	go	0	1	0.000	50	0.367	1	0
87.375	1.500	go	0	1	0.000	50	0.410	1	0
90.000	1.500	go	0	0	0.000	49	0.385	1	0
92.500	1.500	go	0	0	0.000	49	0.524	1	0
95.000	1.500	go	0	1	0.000	50	0.360	1	0
97.000	1.500	go	0	0	0.000	49	0.439	1	0
99.625	1.500	successful stop	1	1	0.230	0	0.000	0	1
104.375	1.500	go	0	0	0.000	49	0.455	1	0
107.000	1.500	go	0	1	0.000	50	0.390	1	0
109.625	1.500	successful stop	1	1	0.150	0	0.000	0	1
112.375	1.500	go	0	0	0.000	49	0.422	1	0
115.250	1.500	go	0	0	0.000	49	0.403	1	0
118.000	1.500	successful stop	1	1	0.150	0	0.000	0	1
121.625	1.500	go	0	1	0.000	50	0.386	1	0
123.625	1.500	go	0	0	0.000	49	0.522	1	0
125.750	1.500	go	0	0	0.000	49	0.421	1	0
128.500	1.500	go	0	0	0.000	49	0.382	1	0
130.625	1.500	go	0	1	0.000	50	0.409	1	0
133.375	1.500	failed stop	1	1	0.230	50	0.387	1	0
135.875	1.500	go	0	1	0.000	50	0.374	1	0
138.500	1.500	go	0	0	0.000	49	0.381	1	0
142.375	1.500	go	0	0	0.000	49	0.377	1	0
144.375	1.500	successful stop	1	1	0.190	0	0.000	0	1
147.625	1.500	failed stop	1	1	0.230	50	0.374	1	0
149.875	1.500	go	0	0	0.000	49	0.364	1	0
152.000	1.500	go	0	0	0.000	49	0.422	1	0
155.500	1.500	go	0	1	0.000	50	0.354	1	0
158.000	1.500	go	0	1	0.000	50	0.373	1	0
162.125	1.500	go	0	0	0.000	49	0.368	1	0
165.750	1.500	successful stop	1	1	0.230	0	0.000	0	1
168.000	1.500	go	0	0	0.000	49	0.412	1	0
170.500	1.500	successful stop	1	1	0.230	0	0.000	0	1
173.000	1.500	go	0	0	0.000	49	0.458	1	0
175.875	1.500	go	0	1	0.000	50	0.472	1	0
178.000	1.500	go	0	0	0.000	49	0.450	1	0
181.875	1.500	go	0	1	0.000	50	0.390	1	0
