onset	duration	trial_type	TrialType	Stimulus	SSD	Response	response_time	CorrectGo	SuccStop
0.000	1.500	failed stop	1	1	0.103	50	0.518	1	0
3.250	1.500	go	0	0	0.000	49	0.421	1	0
7.250	1.500	go	0	0	0.000	49	0.436	1	0
9.625	1.500	go	0	1	0.000	50	0.325	1	0
12.125	1.500	go	0	0	0.000	49	0.400	1	0
14.500	1.500	go	0	1	0.000	50	0.417	1	0
19.000	1.500	successful stop	1	1	0.143	0	0.000	0	1
24.500	1.500	go	0	0	0.000	49	0.383	1	0
26.625	1.500	go	0	0	0.000	49	0.442	1	0
28.750	1.500	go	0	1	0.000	50	0.365	1	0
31.750	1.500	go	0	0	0.000	49	0.396	1	0
34.500	1.500	failed stop	1	1	0.223	50	0.422	1	0
37.375	1.500	go	0	1	0.000	50	0.426	1	0
40.875	1.500	successful stop	1	1	0.103	0	0.000	0	1
46.000	1.500	go	0	0	0.000	49	0.400	1	0
48.875	1.500	go	0	0	0.000	49	0.388	1	0
51.250	1.500	go	0	1	0.000	50	0.381	1	0
53.375	1.500	go	0	1	0.000	50	0.400	1	0
55.500	1.500	failed stop	1	0	0.223	49	0.331	1	0
57.750	1.500	go	0	0	0.000	49	0.488	1	0
60.500	1.500	go	0	1	0.000	50	0.361	1	0
64.000	1.500	failed stop	1	0	0.143	49	0.357	1	0
66.750	1.500	go	0	0	0.000	49	0.446	1	0
69.125	1.500	go	0	1	0.000	50	0.455	1	0
71.125	1.500	go	0	0	0.000	49	0.423	1	0
73.375	1.500	successful stop	1	0	0.103	0	0.000	0	1
75.375	1.500	go	0	1	0.000	50	0.372	1	0
78.125	1.500	go	0	1	0.000	50	0.494	1	0
80.625	1.500	failed stop	1	0	0.223	49	0.426	1	0
82.875	1.500	go	0	1	0.000	50	0.479	1	0
87.375	1.500	go	0	1	0.000	50	0.402	1	0
90.000	1.500	go	0	0	0.000	49	0.392	1	0
92.500	1.500	go	0	0	0.000	49	0.420	1	0
95.000	1.500	go	0	1	0.000	50	0.368	1	0
97.000	1.500	go	0	0	0.000	49	0.543	1	0
99.625	1.500	failed stop	1	1	0.183	50	0.454	1	0
104.375	1.500	go	0	0	0.000	49	0.407	1	0
107.000	1.500	go	0	1	0.000	50	0.358	1	0
109.625	1.500	successful stop	1	1	0.103	0	0.000	0	1
112.375	1.500	go	0	0	0.000	49	0.470	1	0
115.250	1.500	go	0	0	0.000	49	0.546	1	0
118.000	1.500	failed stop	1	1	0.223	50	0.476	1	0
121.625	1.500	go	0	1	0.000	50	0.450	1	0
123.625	1.500	go	0	0	0.000	49	0.434	1	0
125.750	1.500	go	0	0	0.000	49	0.501	1	0
128.500	1.500	go	0	0	0.000	49	0.358	1	0
130.625	1.500	go	0	1	0.000	50	0.409	1	0
133.375	1.500	failed stop	1	1	0.143	50	0.426	1	0
135.875	1.500	go	0	1	0.000	50	0.414	1	0
