filename	acq_time
motion/sub-pp004_task-backwards_tracksys-imu_motion.tsv	2023-02-17T14:07:02.077Z
motion/sub-pp004_task-backwards_tracksys-omc_motion.tsv	2023-02-17T14:07:02.077Z
motion/sub-pp004_task-obstacleHigh_tracksys-imu_motion.tsv	2023-02-17T14:07:03.467Z
motion/sub-pp004_task-obstacleHigh_tracksys-omc_motion.tsv	2023-02-17T14:07:03.467Z
motion/sub-pp004_task-backwards_tracksys-imu_motion.tsv	2023-02-17T14:15:35.031Z
motion/sub-pp004_task-backwards_tracksys-omc_motion.tsv	2023-02-17T14:15:35.031Z
motion/sub-pp004_task-obstacleHigh_tracksys-imu_motion.tsv	2023-02-17T14:15:36.512Z
motion/sub-pp004_task-obstacleHigh_tracksys-omc_motion.tsv	2023-02-17T14:15:36.512Z
motion/sub-pp004_task-backwards_tracksys-imu_motion.tsv	2023-02-17T14:20:25.948Z
motion/sub-pp004_task-backwards_tracksys-omc_motion.tsv	2023-02-17T14:20:25.948Z
motion/sub-pp004_task-obstacleHigh_tracksys-imu_motion.tsv	2023-02-17T14:20:27.410Z
motion/sub-pp004_task-obstacleHigh_tracksys-omc_motion.tsv	2023-02-17T14:20:27.410Z
motion/sub-pp004_task-backwards_tracksys-imu_motion.tsv	2023-02-17T14:21:19.350Z
motion/sub-pp004_task-backwards_tracksys-omc_motion.tsv	2023-02-17T14:21:19.350Z
motion/sub-pp004_task-obstacleHigh_tracksys-imu_motion.tsv	2023-02-17T14:21:20.895Z
motion/sub-pp004_task-obstacleHigh_tracksys-omc_motion.tsv	2023-02-17T14:21:20.895Z
