onset	duration	trial_type	TrialType	Stimulus	SSD	Response	response_time	CorrectGo	SuccStop
0.000	1.500	go-noncritical	0	1	0.000	50	0.595	1	0
2.125	1.500	go-noncritical	0	1	0.000	50	0.368	1	0
4.750	1.500	go-critical	0	0	0.000	49	0.334	1	0
6.750	1.500	go-noncritical	0	1	0.000	50	0.390	1	0
9.750	1.500	failed stop-critical	1	0	0.200	50	0.279	0	0
12.000	1.500	go-critical	0	0	0.000	49	0.460	1	0
14.625	1.500	go-noncritical	0	1	0.000	50	0.307	1	0
16.875	1.500	go-noncritical	0	1	0.000	50	0.506	1	0
19.500	1.500	successful stop-critical	1	0	0.000	0	0.000	0	1
23.125	1.500	failed stop-noncritical	1	1	0.000	50	0.336	1	0
25.500	1.500	go-critical	0	0	0.000	49	0.344	1	0
27.750	1.500	go-noncritical	0	1	0.000	50	0.286	1	0
31.875	1.500	failed stop-noncritical	1	1	0.200	50	0.761	1	0
35.875	1.500	failed stop-noncritical	1	1	0.150	50	0.353	1	0
38.875	1.500	go-noncritical	0	1	0.000	50	0.353	1	0
41.125	1.500	go-noncritical	0	1	0.000	50	0.391	1	0
43.375	1.500	go-critical	0	0	0.000	49	0.510	1	0
45.625	1.500	go-critical	0	0	0.000	49	0.372	1	0
47.750	1.500	go-critical	0	0	0.000	49	0.358	1	0
49.875	1.500	go-critical	0	0	0.000	49	0.330	1	0
52.500	1.500	go-noncritical	0	1	0.000	50	0.368	1	0
54.500	1.500	go-noncritical	0	1	0.000	50	0.344	1	0
57.125	1.500	go-noncritical	0	1	0.000	50	0.279	1	0
59.500	1.500	failed stop-critical	1	0	0.350	49	0.376	1	0
62.125	1.500	go-critical	0	0	0.000	49	0.671	1	0
64.875	1.500	go-noncritical	0	1	0.000	50	0.321	1	0
66.875	1.500	go-critical	0	0	0.000	49	0.401	1	0
69.125	1.500	go-critical	0	0	0.000	49	0.551	1	0
72.500	1.500	failed stop-critical	1	0	0.150	50	0.256	0	0
75.250	1.500	failed stop-noncritical	1	1	0.350	50	0.442	1	0
79.625	1.500	go-critical	0	0	0.000	49	0.411	1	0
84.000	1.500	go-critical	0	0	0.000	49	0.412	1	0
86.250	1.500	go-noncritical	0	1	0.000	50	0.405	1	0
89.125	1.500	go-noncritical	0	1	0.000	50	0.407	1	0
91.500	1.500	failed stop-noncritical	1	1	0.050	50	0.368	1	0
93.750	1.500	go-noncritical	0	1	0.000	50	0.366	1	0
95.750	1.500	go-noncritical	0	1	0.000	50	0.358	1	0
97.750	1.500	go-noncritical	0	1	0.000	50	0.294	1	0
99.750	1.500	go-critical	0	0	0.000	49	0.558	1	0
102.500	1.500	failed stop-noncritical	1	1	0.300	50	0.361	1	0
104.500	1.500	successful stop-critical	1	0	0.100	0	0.000	0	1
106.875	1.500	failed stop-noncritical	1	1	0.150	50	0.313	1	0
110.875	1.500	go-critical	0	0	0.000	49	0.401	1	0
113.000	1.500	go-critical	0	0	0.000	49	0.413	1	0
116.125	1.500	successful stop-critical	1	0	0.050	0	0.000	0	1
118.625	1.500	go-noncritical	0	1	0.000	50	0.339	1	0
121.500	1.500	failed stop-critical	1	0	0.300	49	0.368	1	0
125.875	1.500	go-critical	0	0	0.000	49	0.482	1	0
128.500	1.500	go-critical	0	0	0.000	49	0.384	1	0
130.875	1.500	successful stop-critical	1	0	0.150	0	0.000	0	1
