filename	acq_time
motion/sub-pp002_task-backwards_tracksys-imu_motion.tsv	2023-02-17T14:06:53.308Z
motion/sub-pp002_task-backwards_tracksys-omc_motion.tsv	2023-02-17T14:06:53.308Z
motion/sub-pp002_task-obstacleHigh_tracksys-imu_motion.tsv	2023-02-17T14:06:57.171Z
motion/sub-pp002_task-obstacleHigh_tracksys-omc_motion.tsv	2023-02-17T14:06:57.171Z
motion/sub-pp002_task-backwards_tracksys-imu_motion.tsv	2023-02-17T14:15:25.801Z
motion/sub-pp002_task-backwards_tracksys-omc_motion.tsv	2023-02-17T14:15:25.801Z
motion/sub-pp002_task-obstacleHigh_tracksys-imu_motion.tsv	2023-02-17T14:15:29.949Z
motion/sub-pp002_task-obstacleHigh_tracksys-omc_motion.tsv	2023-02-17T14:15:29.949Z
motion/sub-pp002_task-backwards_tracksys-imu_motion.tsv	2023-02-17T14:20:16.788Z
motion/sub-pp002_task-backwards_tracksys-omc_motion.tsv	2023-02-17T14:20:16.788Z
motion/sub-pp002_task-obstacleHigh_tracksys-imu_motion.tsv	2023-02-17T14:20:20.960Z
motion/sub-pp002_task-obstacleHigh_tracksys-omc_motion.tsv	2023-02-17T14:20:20.960Z
motion/sub-pp002_task-backwards_tracksys-imu_motion.tsv	2023-02-17T14:21:10.034Z
motion/sub-pp002_task-backwards_tracksys-omc_motion.tsv	2023-02-17T14:21:10.034Z
motion/sub-pp002_task-obstacleHigh_tracksys-imu_motion.tsv	2023-02-17T14:21:14.195Z
motion/sub-pp002_task-obstacleHigh_tracksys-omc_motion.tsv	2023-02-17T14:21:14.195Z
